points,constructorId,raceId,year,name,driverId,grid,positionOrder,team_grid,skill_diff
47.0,10,1006,2018,United States Grand Prix,815.0,10.0,13.0,8.0,2.0
47.0,10,1006,2018,United States Grand Prix,839.0,6.0,2.0,8.0,-2.0
7.0,3,1006,2018,United States Grand Prix,845.0,14.0,8.0,14.5,-0.5
47.0,10,1007,2018,Mexican Grand Prix,815.0,13.0,3.0,12.0,1.0
84.0,210,1007,2018,Mexican Grand Prix,825.0,16.0,6.0,17.0,-1.0
33.0,5,1007,2018,Mexican Grand Prix,843.0,14.0,7.0,17.0,-3.0
33.0,5,1007,2018,Mexican Grand Prix,842.0,20.0,11.0,17.0,3.0
7.0,3,1007,2018,Mexican Grand Prix,845.0,19.0,8.0,18.0,1.0
7.0,3,1007,2018,Mexican Grand Prix,840.0,17.0,9.0,18.0,-1.0
36.0,15,1007,2018,Mexican Grand Prix,828.0,10.0,12.0,9.5,0.5
36.0,15,1007,2018,Mexican Grand Prix,844.0,9.0,14.0,9.5,-0.5
47.0,10,1007,2018,Mexican Grand Prix,839.0,11.0,10.0,12.0,-1.0
84.0,210,1007,2018,Mexican Grand Prix,154.0,18.0,5.0,17.0,1.0
114.0,4,1007,2018,Mexican Grand Prix,807.0,7.0,15.0,7.5,-0.5
530.0,6,1007,2018,Mexican Grand Prix,20.0,4.0,19.0,5.0,-1.0
530.0,6,1007,2018,Mexican Grand Prix,8.0,6.0,18.0,5.0,1.0
585.0,131,1007,2018,Mexican Grand Prix,1.0,3.0,17.0,4.0,-1.0
585.0,131,1007,2018,Mexican Grand Prix,822.0,5.0,16.0,4.0,1.0
114.0,4,1007,2018,Mexican Grand Prix,832.0,8.0,2.0,7.5,0.5
362.0,9,1007,2018,Mexican Grand Prix,817.0,1.0,4.0,1.5,-0.5
62.0,1,1007,2018,Mexican Grand Prix,838.0,15.0,13.0,13.5,1.5
62.0,1,1007,2018,Mexican Grand Prix,4.0,12.0,1.0,13.5,-1.5
362.0,9,1007,2018,Mexican Grand Prix,830.0,2.0,20.0,1.5,0.5
48.0,10,1008,2018,Brazilian Grand Prix,815.0,12.0,11.0,15.0,-3.0
90.0,210,1008,2018,Brazilian Grand Prix,154.0,8.0,13.0,9.0,-1.0
33.0,5,1008,2018,Brazilian Grand Prix,842.0,9.0,8.0,12.5,-3.5
33.0,5,1008,2018,Brazilian Grand Prix,843.0,16.0,10.0,12.5,3.5
7.0,3,1008,2018,Brazilian Grand Prix,840.0,19.0,3.0,16.5,2.5
7.0,3,1008,2018,Brazilian Grand Prix,845.0,14.0,5.0,16.5,-2.5
42.0,15,1008,2018,Brazilian Grand Prix,828.0,6.0,1.0,6.5,-0.5
42.0,15,1008,2018,Brazilian Grand Prix,844.0,7.0,14.0,6.5,0.5
48.0,10,1008,2018,Brazilian Grand Prix,839.0,18.0,6.0,15.0,3.0
90.0,210,1008,2018,Brazilian Grand Prix,825.0,10.0,12.0,9.0,1.0
114.0,4,1008,2018,Brazilian Grand Prix,807.0,13.0,2.0,14.0,-1.0
62.0,1,1008,2018,Brazilian Grand Prix,4.0,17.0,4.0,18.5,-1.5
62.0,1,1008,2018,Brazilian Grand Prix,838.0,20.0,7.0,18.5,1.5
392.0,9,1008,2018,Brazilian Grand Prix,817.0,11.0,17.0,8.0,3.0
392.0,9,1008,2018,Brazilian Grand Prix,830.0,5.0,19.0,8.0,-3.0
620.0,131,1008,2018,Brazilian Grand Prix,822.0,3.0,16.0,2.0,1.0
620.0,131,1008,2018,Brazilian Grand Prix,1.0,1.0,20.0,2.0,-1.0
553.0,6,1008,2018,Brazilian Grand Prix,20.0,2.0,15.0,3.0,-1.0
553.0,6,1008,2018,Brazilian Grand Prix,8.0,4.0,18.0,3.0,1.0
114.0,4,1008,2018,Brazilian Grand Prix,832.0,15.0,9.0,14.0,1.0
48.0,15,1009,2018,Abu Dhabi Grand Prix,844.0,8.0,14.0,10.0,-2.0
48.0,15,1009,2018,Abu Dhabi Grand Prix,828.0,12.0,3.0,10.0,2.0
7.0,3,1009,2018,Abu Dhabi Grand Prix,840.0,20.0,8.0,19.5,0.5
7.0,3,1009,2018,Abu Dhabi Grand Prix,845.0,19.0,6.0,19.5,-0.5
93.0,210,1009,2018,Abu Dhabi Grand Prix,825.0,13.0,11.0,10.0,3.0
33.0,5,1009,2018,Abu Dhabi Grand Prix,842.0,17.0,5.0,16.5,0.5
93.0,210,1009,2018,Abu Dhabi Grand Prix,154.0,7.0,12.0,10.0,-3.0
52.0,10,1009,2018,Abu Dhabi Grand Prix,839.0,9.0,4.0,11.5,-2.5
33.0,5,1009,2018,Abu Dhabi Grand Prix,843.0,16.0,9.0,16.5,-0.5
52.0,10,1009,2018,Abu Dhabi Grand Prix,815.0,14.0,13.0,11.5,2.5
571.0,6,1009,2018,Abu Dhabi Grand Prix,20.0,3.0,19.0,3.5,-0.5
122.0,4,1009,2018,Abu Dhabi Grand Prix,832.0,11.0,15.0,10.5,0.5
571.0,6,1009,2018,Abu Dhabi Grand Prix,8.0,4.0,2.0,3.5,0.5
655.0,131,1009,2018,Abu Dhabi Grand Prix,1.0,1.0,20.0,1.5,-0.5
655.0,131,1009,2018,Abu Dhabi Grand Prix,822.0,2.0,16.0,1.5,0.5
122.0,4,1009,2018,Abu Dhabi Grand Prix,807.0,10.0,1.0,10.5,-0.5
419.0,9,1009,2018,Abu Dhabi Grand Prix,817.0,5.0,17.0,5.5,-0.5
62.0,1,1009,2018,Abu Dhabi Grand Prix,4.0,15.0,10.0,16.5,-1.5
62.0,1,1009,2018,Abu Dhabi Grand Prix,838.0,18.0,7.0,16.5,1.5
419.0,9,1009,2018,Abu Dhabi Grand Prix,830.0,6.0,18.0,5.5,0.5
4.0,51,1010,2019,Australian Grand Prix,841.0,14.0,6.0,11.5,2.5
0.0,3,1010,2019,Australian Grand Prix,847.0,19.0,5.0,19.5,-0.5
0.0,1,1010,2019,Australian Grand Prix,832.0,18.0,1.0,13.0,5.0
0.0,1,1010,2019,Australian Grand Prix,846.0,8.0,9.0,13.0,-5.0
1.0,5,1010,2019,Australian Grand Prix,848.0,13.0,7.0,14.0,-1.0
1.0,5,1010,2019,Australian Grand Prix,826.0,15.0,11.0,14.0,1.0
2.0,211,1010,2019,Australian Grand Prix,815.0,10.0,8.0,13.0,-3.0
2.0,211,1010,2019,Australian Grand Prix,840.0,16.0,12.0,13.0,3.0
0.0,3,1010,2019,Australian Grand Prix,9.0,20.0,4.0,19.5,0.5
4.0,51,1010,2019,Australian Grand Prix,8.0,9.0,13.0,11.5,-2.5
44.0,131,1010,2019,Australian Grand Prix,822.0,2.0,20.0,1.5,0.5
15.0,9,1010,2019,Australian Grand Prix,842.0,17.0,10.0,10.5,6.5
15.0,9,1010,2019,Australian Grand Prix,830.0,4.0,18.0,10.5,-6.5
22.0,6,1010,2019,Australian Grand Prix,844.0,5.0,16.0,4.0,1.0
22.0,6,1010,2019,Australian Grand Prix,20.0,3.0,17.0,4.0,-1.0
8.0,210,1010,2019,Australian Grand Prix,154.0,6.0,3.0,6.5,-0.5
8.0,210,1010,2019,Australian Grand Prix,825.0,7.0,15.0,6.5,0.5
6.0,4,1010,2019,Australian Grand Prix,817.0,12.0,2.0,11.5,0.5
6.0,4,1010,2019,Australian Grand Prix,807.0,11.0,14.0,11.5,-0.5
44.0,131,1010,2019,Australian Grand Prix,1.0,1.0,19.0,1.5,-0.5
31.0,9,1011,2019,Bahrain Grand Prix,842.0,13.0,13.0,9.0,4.0
3.0,211,1011,2019,Bahrain Grand Prix,815.0,14.0,11.0,16.0,-2.0
3.0,211,1011,2019,Bahrain Grand Prix,840.0,18.0,7.0,16.0,2.0
6.0,4,1011,2019,Bahrain Grand Prix,807.0,17.0,4.0,13.5,3.5
87.0,131,1011,2019,Bahrain Grand Prix,822.0,4.0,19.0,3.5,0.5
8.0,210,1011,2019,Bahrain Grand Prix,825.0,6.0,8.0,8.5,-2.5
8.0,210,1011,2019,Bahrain Grand Prix,154.0,11.0,1.0,8.5,2.5
87.0,131,1011,2019,Bahrain Grand Prix,1.0,3.0,20.0,3.5,-0.5
31.0,9,1011,2019,Bahrain Grand Prix,830.0,5.0,17.0,9.0,-4.0
6.0,4,1011,2019,Bahrain Grand Prix,817.0,10.0,3.0,13.5,-3.5
10.0,51,1011,2019,Bahrain Grand Prix,841.0,16.0,10.0,12.0,4.0
3.0,5,1011,2019,Bahrain Grand Prix,848.0,12.0,12.0,13.5,-1.5
8.0,1,1011,2019,Bahrain Grand Prix,832.0,7.0,2.0,8.0,-1.0
8.0,1,1011,2019,Bahrain Grand Prix,846.0,9.0,15.0,8.0,1.0
48.0,6,1011,2019,Bahrain Grand Prix,20.0,2.0,16.0,1.5,0.5
48.0,6,1011,2019,Bahrain Grand Prix,844.0,1.0,18.0,1.5,-0.5
3.0,5,1011,2019,Bahrain Grand Prix,826.0,15.0,9.0,13.5,1.5
10.0,51,1011,2019,Bahrain Grand Prix,8.0,8.0,14.0,12.0,-4.0
0.0,3,1011,2019,Bahrain Grand Prix,9.0,20.0,5.0,19.5,0.5
0.0,3,1011,2019,Bahrain Grand Prix,847.0,19.0,6.0,19.5,-0.5
7.0,211,1012,2019,Chinese Grand Prix,840.0,16.0,9.0,14.0,2.0
4.0,5,1012,2019,Chinese Grand Prix,848.0,20.0,11.0,5.5,-5.5
4.0,5,1012,2019,Chinese Grand Prix,826.0,11.0,2.0,5.5,5.5
0.0,3,1012,2019,Chinese Grand Prix,9.0,18.0,4.0,17.5,0.5
8.0,1,1012,2019,Chinese Grand Prix,846.0,15.0,3.0,14.5,0.5
0.0,3,1012,2019,Chinese Grand Prix,847.0,17.0,5.0,17.5,-0.5
7.0,211,1012,2019,Chinese Grand Prix,815.0,12.0,13.0,14.0,-2.0
8.0,1,1012,2019,Chinese Grand Prix,832.0,14.0,7.0,14.5,-0.5
12.0,51,1012,2019,Chinese Grand Prix,841.0,19.0,6.0,16.0,3.0
12.0,51,1012,2019,Chinese Grand Prix,8.0,13.0,12.0,16.0,-3.0
130.0,131,1012,2019,Chinese Grand Prix,822.0,1.0,19.0,1.5,-0.5
12.0,4,1012,2019,Chinese Grand Prix,817.0,7.0,14.0,7.5,-0.5
8.0,210,1012,2019,Chinese Grand Prix,825.0,9.0,8.0,9.5,-0.5
8.0,210,1012,2019,Chinese Grand Prix,154.0,10.0,10.0,9.5,0.5
73.0,6,1012,2019,Chinese Grand Prix,844.0,4.0,16.0,3.5,0.5
73.0,6,1012,2019,Chinese Grand Prix,20.0,3.0,18.0,3.5,-0.5
52.0,9,1012,2019,Chinese Grand Prix,842.0,6.0,15.0,5.5,0.5
52.0,9,1012,2019,Chinese Grand Prix,830.0,5.0,17.0,5.5,-0.5
130.0,131,1012,2019,Chinese Grand Prix,1.0,2.0,20.0,1.5,0.5
12.0,4,1012,2019,Chinese Grand Prix,807.0,8.0,1.0,7.5,0.5
17.0,211,1013,2019,Azerbaijan Grand Prix,815.0,5.0,15.0,9.0,-4.0
17.0,211,1013,2019,Azerbaijan Grand Prix,840.0,13.0,12.0,9.0,4.0
4.0,5,1013,2019,Azerbaijan Grand Prix,848.0,11.0,10.0,8.5,2.5
4.0,5,1013,2019,Azerbaijan Grand Prix,826.0,6.0,2.0,8.5,-2.5
13.0,51,1013,2019,Azerbaijan Grand Prix,841.0,17.0,9.0,8.5,8.5
18.0,1,1013,2019,Azerbaijan Grand Prix,846.0,7.0,13.0,8.0,-1.0
0.0,3,1013,2019,Azerbaijan Grand Prix,847.0,16.0,6.0,8.0,8.0
0.0,3,1013,2019,Azerbaijan Grand Prix,9.0,20.0,5.0,8.0,-8.0
18.0,1,1013,2019,Azerbaijan Grand Prix,832.0,9.0,14.0,8.0,1.0
13.0,51,1013,2019,Azerbaijan Grand Prix,8.0,20.0,11.0,8.5,-8.5
173.0,131,1013,2019,Azerbaijan Grand Prix,822.0,1.0,20.0,1.5,-0.5
12.0,4,1013,2019,Azerbaijan Grand Prix,807.0,15.0,7.0,12.5,2.5
8.0,210,1013,2019,Azerbaijan Grand Prix,154.0,14.0,3.0,13.0,1.0
8.0,210,1013,2019,Azerbaijan Grand Prix,825.0,12.0,8.0,13.0,-1.0
99.0,6,1013,2019,Azerbaijan Grand Prix,844.0,8.0,16.0,5.5,2.5
99.0,6,1013,2019,Azerbaijan Grand Prix,20.0,3.0,18.0,5.5,-2.5
64.0,9,1013,2019,Azerbaijan Grand Prix,842.0,20.0,4.0,2.0,-2.0
64.0,9,1013,2019,Azerbaijan Grand Prix,830.0,4.0,17.0,2.0,2.0
173.0,131,1013,2019,Azerbaijan Grand Prix,1.0,2.0,19.0,1.5,0.5
12.0,4,1013,2019,Azerbaijan Grand Prix,817.0,10.0,1.0,12.5,-2.5
17.0,211,1014,2019,Spanish Grand Prix,815.0,15.0,6.0,15.5,-0.5
17.0,211,1014,2019,Spanish Grand Prix,840.0,16.0,2.0,15.5,0.5
6.0,5,1014,2019,Spanish Grand Prix,826.0,9.0,12.0,10.0,-1.0
6.0,5,1014,2019,Spanish Grand Prix,848.0,11.0,10.0,10.0,1.0
0.0,3,1014,2019,Spanish Grand Prix,9.0,17.0,3.0,18.0,-1.0
22.0,1,1014,2019,Spanish Grand Prix,846.0,10.0,1.0,11.0,-1.0
0.0,3,1014,2019,Spanish Grand Prix,847.0,19.0,4.0,18.0,1.0
13.0,51,1014,2019,Spanish Grand Prix,841.0,18.0,5.0,16.0,2.0
22.0,1,1014,2019,Spanish Grand Prix,832.0,12.0,13.0,11.0,1.0
13.0,51,1014,2019,Spanish Grand Prix,8.0,14.0,7.0,16.0,-2.0
217.0,131,1014,2019,Spanish Grand Prix,1.0,2.0,20.0,1.5,0.5
12.0,4,1014,2019,Spanish Grand Prix,817.0,13.0,9.0,6.5,6.5
217.0,131,1014,2019,Spanish Grand Prix,822.0,1.0,19.0,1.5,-0.5
87.0,9,1014,2019,Spanish Grand Prix,830.0,4.0,18.0,5.0,-1.0
87.0,9,1014,2019,Spanish Grand Prix,842.0,6.0,15.0,5.0,1.0
12.0,4,1014,2019,Spanish Grand Prix,807.0,20.0,8.0,6.5,-6.5
121.0,6,1014,2019,Spanish Grand Prix,844.0,5.0,16.0,4.0,1.0
15.0,210,1014,2019,Spanish Grand Prix,825.0,8.0,14.0,7.5,0.5
15.0,210,1014,2019,Spanish Grand Prix,154.0,7.0,11.0,7.5,-0.5
121.0,6,1014,2019,Spanish Grand Prix,20.0,3.0,17.0,4.0,-1.0
0.0,3,1015,2019,Monaco Grand Prix,9.0,20.0,3.0,19.5,0.5
13.0,51,1015,2019,Monaco Grand Prix,8.0,14.0,4.0,16.0,-2.0
30.0,1,1015,2019,Monaco Grand Prix,846.0,12.0,10.0,10.5,1.5
30.0,1,1015,2019,Monaco Grand Prix,832.0,9.0,15.0,10.5,-1.5
16.0,5,1015,2019,Monaco Grand Prix,848.0,10.0,13.0,8.5,1.5
16.0,5,1015,2019,Monaco Grand Prix,826.0,7.0,14.0,8.5,-1.5
17.0,211,1015,2019,Monaco Grand Prix,840.0,17.0,5.0,16.5,0.5
17.0,211,1015,2019,Monaco Grand Prix,815.0,16.0,9.0,16.5,-0.5
13.0,51,1015,2019,Monaco Grand Prix,841.0,18.0,2.0,16.0,2.0
0.0,3,1015,2019,Monaco Grand Prix,847.0,19.0,6.0,19.5,-0.5
14.0,4,1015,2019,Monaco Grand Prix,807.0,11.0,8.0,8.5,2.5
16.0,210,1015,2019,Monaco Grand Prix,825.0,5.0,7.0,9.0,-4.0
16.0,210,1015,2019,Monaco Grand Prix,154.0,13.0,11.0,9.0,4.0
139.0,6,1015,2019,Monaco Grand Prix,844.0,15.0,1.0,9.5,5.5
139.0,6,1015,2019,Monaco Grand Prix,20.0,4.0,19.0,9.5,-5.5
110.0,9,1015,2019,Monaco Grand Prix,842.0,8.0,16.0,5.5,2.5
110.0,9,1015,2019,Monaco Grand Prix,830.0,3.0,17.0,5.5,-2.5
257.0,131,1015,2019,Monaco Grand Prix,822.0,2.0,18.0,1.5,0.5
257.0,131,1015,2019,Monaco Grand Prix,1.0,1.0,20.0,1.5,-0.5
14.0,4,1015,2019,Monaco Grand Prix,817.0,6.0,12.0,8.5,-2.5
19.0,211,1016,2019,Canadian Grand Prix,815.0,15.0,9.0,16.0,-1.0
17.0,5,1016,2019,Canadian Grand Prix,826.0,10.0,11.0,11.5,-1.5
17.0,5,1016,2019,Canadian Grand Prix,848.0,13.0,2.0,11.5,1.5
19.0,211,1016,2019,Canadian Grand Prix,840.0,17.0,12.0,16.0,1.0
30.0,1,1016,2019,Canadian Grand Prix,846.0,8.0,1.0,9.5,-1.5
0.0,3,1016,2019,Canadian Grand Prix,847.0,18.0,5.0,18.5,-0.5
0.0,3,1016,2019,Canadian Grand Prix,9.0,19.0,3.0,18.5,0.5
30.0,1,1016,2019,Canadian Grand Prix,832.0,11.0,10.0,9.5,1.5
13.0,51,1016,2019,Canadian Grand Prix,8.0,16.0,6.0,14.0,2.0
13.0,51,1016,2019,Canadian Grand Prix,841.0,12.0,8.0,14.0,-2.0
28.0,4,1016,2019,Canadian Grand Prix,817.0,4.0,15.0,5.5,-1.5
16.0,210,1016,2019,Canadian Grand Prix,825.0,20.0,4.0,7.0,-7.0
16.0,210,1016,2019,Canadian Grand Prix,154.0,14.0,7.0,7.0,7.0
172.0,6,1016,2019,Canadian Grand Prix,844.0,3.0,18.0,2.0,1.0
172.0,6,1016,2019,Canadian Grand Prix,20.0,1.0,19.0,2.0,-1.0
124.0,9,1016,2019,Canadian Grand Prix,842.0,5.0,13.0,7.0,-2.0
124.0,9,1016,2019,Canadian Grand Prix,830.0,9.0,16.0,7.0,2.0
295.0,131,1016,2019,Canadian Grand Prix,822.0,6.0,17.0,4.0,2.0
295.0,131,1016,2019,Canadian Grand Prix,1.0,2.0,20.0,4.0,-2.0
28.0,4,1016,2019,Canadian Grand Prix,807.0,7.0,14.0,5.5,1.5
40.0,1,1017,2019,French Grand Prix,846.0,5.0,12.0,5.5,-0.5
32.0,4,1017,2019,French Grand Prix,817.0,8.0,10.0,10.5,-2.5
19.0,51,1017,2019,French Grand Prix,8.0,12.0,14.0,11.0,1.0
19.0,51,1017,2019,French Grand Prix,841.0,10.0,5.0,11.0,-1.0
16.0,210,1017,2019,French Grand Prix,825.0,15.0,4.0,15.5,-0.5
137.0,9,1017,2019,French Grand Prix,830.0,4.0,17.0,6.5,-2.5
198.0,6,1017,2019,French Grand Prix,844.0,3.0,18.0,5.0,-2.0
198.0,6,1017,2019,French Grand Prix,20.0,7.0,16.0,5.0,2.0
32.0,4,1017,2019,French Grand Prix,807.0,13.0,13.0,10.5,2.5
16.0,210,1017,2019,French Grand Prix,154.0,16.0,1.0,15.5,0.5
19.0,211,1017,2019,French Grand Prix,840.0,17.0,8.0,15.5,1.5
338.0,131,1017,2019,French Grand Prix,1.0,1.0,20.0,1.5,-0.5
338.0,131,1017,2019,French Grand Prix,822.0,2.0,19.0,1.5,0.5
40.0,1,1017,2019,French Grand Prix,832.0,6.0,15.0,5.5,0.5
137.0,9,1017,2019,French Grand Prix,842.0,9.0,11.0,6.5,2.5
17.0,5,1017,2019,French Grand Prix,848.0,11.0,6.0,15.0,-4.0
17.0,5,1017,2019,French Grand Prix,826.0,19.0,7.0,15.0,4.0
0.0,3,1017,2019,French Grand Prix,847.0,20.0,2.0,19.0,1.0
0.0,3,1017,2019,French Grand Prix,9.0,18.0,3.0,19.0,-1.0
19.0,211,1017,2019,French Grand Prix,815.0,14.0,9.0,15.5,-1.5
17.0,5,1018,2019,Austrian Grand Prix,848.0,18.0,6.0,17.0,1.0
19.0,211,1018,2019,Austrian Grand Prix,815.0,13.0,10.0,13.5,-0.5
19.0,211,1018,2019,Austrian Grand Prix,840.0,14.0,7.0,13.5,0.5
0.0,3,1018,2019,Austrian Grand Prix,9.0,17.0,1.0,8.5,8.5
17.0,5,1018,2019,Austrian Grand Prix,826.0,16.0,4.0,17.0,-1.0
52.0,1,1018,2019,Austrian Grand Prix,832.0,19.0,13.0,12.0,7.0
0.0,3,1018,2019,Austrian Grand Prix,847.0,20.0,3.0,8.5,-8.5
22.0,51,1018,2019,Austrian Grand Prix,841.0,7.0,11.0,6.5,0.5
22.0,51,1018,2019,Austrian Grand Prix,8.0,6.0,12.0,6.5,-0.5
52.0,1,1018,2019,Austrian Grand Prix,846.0,5.0,15.0,12.0,-7.0
32.0,4,1018,2019,Austrian Grand Prix,817.0,12.0,9.0,13.5,-1.5
32.0,4,1018,2019,Austrian Grand Prix,807.0,15.0,8.0,13.5,1.5
169.0,9,1018,2019,Austrian Grand Prix,842.0,8.0,14.0,5.0,3.0
363.0,131,1018,2019,Austrian Grand Prix,822.0,3.0,18.0,3.5,-0.5
363.0,131,1018,2019,Austrian Grand Prix,1.0,4.0,16.0,3.5,0.5
169.0,9,1018,2019,Austrian Grand Prix,830.0,2.0,20.0,5.0,-3.0
228.0,6,1018,2019,Austrian Grand Prix,20.0,9.0,17.0,5.0,4.0
16.0,210,1018,2019,Austrian Grand Prix,154.0,11.0,5.0,10.5,0.5
16.0,210,1018,2019,Austrian Grand Prix,825.0,10.0,2.0,10.5,-0.5
228.0,6,1018,2019,Austrian Grand Prix,844.0,1.0,19.0,5.0,-4.0
0.0,3,1019,2019,British Grand Prix,9.0,20.0,6.0,19.5,0.5
26.0,51,1019,2019,British Grand Prix,841.0,11.0,3.0,11.5,-0.5
0.0,3,1019,2019,British Grand Prix,847.0,19.0,7.0,19.5,-0.5
60.0,1,1019,2019,British Grand Prix,846.0,8.0,10.0,10.5,-2.5
19.0,5,1019,2019,British Grand Prix,848.0,9.0,9.0,13.0,-4.0
19.0,5,1019,2019,British Grand Prix,826.0,17.0,12.0,13.0,4.0
19.0,211,1019,2019,British Grand Prix,815.0,15.0,4.0,16.5,-1.5
19.0,211,1019,2019,British Grand Prix,840.0,18.0,8.0,16.5,1.5
26.0,51,1019,2019,British Grand Prix,8.0,12.0,13.0,11.5,0.5
60.0,1,1019,2019,British Grand Prix,832.0,13.0,15.0,10.5,2.5
39.0,4,1019,2019,British Grand Prix,817.0,7.0,14.0,8.5,-1.5
16.0,210,1019,2019,British Grand Prix,825.0,16.0,1.0,15.0,1.0
16.0,210,1019,2019,British Grand Prix,154.0,14.0,2.0,15.0,-1.0
243.0,6,1019,2019,British Grand Prix,20.0,6.0,5.0,4.5,1.5
243.0,6,1019,2019,British Grand Prix,844.0,3.0,18.0,4.5,-1.5
191.0,9,1019,2019,British Grand Prix,830.0,4.0,16.0,4.5,-0.5
191.0,9,1019,2019,British Grand Prix,842.0,5.0,17.0,4.5,0.5
407.0,131,1019,2019,British Grand Prix,822.0,1.0,19.0,1.5,-0.5
407.0,131,1019,2019,British Grand Prix,1.0,2.0,20.0,1.5,0.5
39.0,4,1019,2019,British Grand Prix,807.0,10.0,11.0,8.5,1.5
217.0,9,1020,2019,German Grand Prix,830.0,2.0,20.0,3.0,-1.0
217.0,9,1020,2019,German Grand Prix,842.0,4.0,7.0,3.0,1.0
31.0,211,1020,2019,German Grand Prix,840.0,15.0,17.0,11.5,3.5
409.0,131,1020,2019,German Grand Prix,822.0,3.0,6.0,2.0,1.0
39.0,4,1020,2019,German Grand Prix,807.0,9.0,5.0,11.0,-2.0
39.0,4,1020,2019,German Grand Prix,817.0,13.0,2.0,11.0,2.0
409.0,131,1020,2019,German Grand Prix,1.0,1.0,12.0,2.0,-1.0
1.0,3,1020,2019,German Grand Prix,847.0,17.0,10.0,17.5,-0.5
31.0,211,1020,2019,German Grand Prix,815.0,8.0,1.0,11.5,-3.5
1.0,3,1020,2019,German Grand Prix,9.0,18.0,11.0,17.5,0.5
26.0,210,1020,2019,German Grand Prix,154.0,6.0,14.0,9.0,-3.0
261.0,6,1020,2019,German Grand Prix,20.0,20.0,19.0,15.0,5.0
26.0,210,1020,2019,German Grand Prix,825.0,12.0,13.0,9.0,3.0
26.0,51,1020,2019,German Grand Prix,841.0,11.0,8.0,8.0,3.0
26.0,51,1020,2019,German Grand Prix,8.0,5.0,9.0,8.0,-3.0
42.0,5,1020,2019,German Grand Prix,848.0,16.0,15.0,15.0,1.0
42.0,5,1020,2019,German Grand Prix,826.0,14.0,18.0,15.0,-1.0
70.0,1,1020,2019,German Grand Prix,846.0,19.0,3.0,13.0,6.0
70.0,1,1020,2019,German Grand Prix,832.0,7.0,16.0,13.0,-6.0
261.0,6,1020,2019,German Grand Prix,844.0,10.0,4.0,15.0,-5.0
31.0,211,1021,2019,Hungarian Grand Prix,840.0,18.0,4.0,17.0,1.0
31.0,211,1021,2019,Hungarian Grand Prix,815.0,16.0,10.0,17.0,-1.0
43.0,5,1021,2019,Hungarian Grand Prix,848.0,12.0,11.0,12.5,-0.5
32.0,51,1021,2019,Hungarian Grand Prix,841.0,17.0,3.0,13.5,3.5
82.0,1,1021,2019,Hungarian Grand Prix,846.0,7.0,12.0,7.5,-0.5
1.0,3,1021,2019,Hungarian Grand Prix,847.0,15.0,5.0,17.0,-2.0
1.0,3,1021,2019,Hungarian Grand Prix,9.0,19.0,2.0,17.0,2.0
82.0,1,1021,2019,Hungarian Grand Prix,832.0,8.0,16.0,7.5,0.5
32.0,51,1021,2019,Hungarian Grand Prix,8.0,10.0,14.0,13.5,-3.5
43.0,5,1021,2019,Hungarian Grand Prix,826.0,13.0,6.0,12.5,0.5
39.0,4,1021,2019,Hungarian Grand Prix,807.0,11.0,9.0,15.5,-4.5
438.0,131,1021,2019,Hungarian Grand Prix,822.0,2.0,13.0,2.5,-0.5
244.0,9,1021,2019,Hungarian Grand Prix,830.0,1.0,19.0,3.5,-2.5
244.0,9,1021,2019,Hungarian Grand Prix,842.0,6.0,15.0,3.5,2.5
39.0,4,1021,2019,Hungarian Grand Prix,817.0,20.0,7.0,15.5,4.5
438.0,131,1021,2019,Hungarian Grand Prix,1.0,3.0,20.0,2.5,0.5
288.0,6,1021,2019,Hungarian Grand Prix,844.0,4.0,17.0,4.5,-0.5
26.0,210,1021,2019,Hungarian Grand Prix,825.0,14.0,8.0,11.5,2.5
26.0,210,1021,2019,Hungarian Grand Prix,154.0,9.0,1.0,11.5,-2.5
288.0,6,1021,2019,Hungarian Grand Prix,20.0,5.0,18.0,4.5,0.5
32.0,51,1022,2019,Belgian Grand Prix,841.0,18.0,3.0,12.0,6.0
1.0,3,1022,2019,Belgian Grand Prix,9.0,20.0,4.0,7.0,-7.0
1.0,3,1022,2019,Belgian Grand Prix,847.0,14.0,6.0,7.0,7.0
82.0,1,1022,2019,Belgian Grand Prix,832.0,15.0,2.0,13.0,2.0
82.0,1,1022,2019,Belgian Grand Prix,846.0,11.0,10.0,13.0,-2.0
51.0,5,1022,2019,Belgian Grand Prix,842.0,13.0,12.0,16.0,-3.0
51.0,5,1022,2019,Belgian Grand Prix,826.0,19.0,14.0,16.0,3.0
40.0,211,1022,2019,Belgian Grand Prix,840.0,16.0,11.0,11.5,4.5
40.0,211,1022,2019,Belgian Grand Prix,815.0,7.0,15.0,11.5,-4.5
32.0,51,1022,2019,Belgian Grand Prix,8.0,6.0,5.0,12.0,-6.0
43.0,4,1022,2019,Belgian Grand Prix,817.0,10.0,7.0,11.0,-1.0
43.0,4,1022,2019,Belgian Grand Prix,807.0,12.0,13.0,11.0,1.0
471.0,131,1022,2019,Belgian Grand Prix,822.0,4.0,18.0,3.5,0.5
254.0,9,1022,2019,Belgian Grand Prix,848.0,17.0,16.0,11.0,6.0
254.0,9,1022,2019,Belgian Grand Prix,830.0,5.0,1.0,11.0,-6.0
471.0,131,1022,2019,Belgian Grand Prix,1.0,3.0,19.0,3.5,-0.5
326.0,6,1022,2019,Belgian Grand Prix,20.0,2.0,17.0,1.5,0.5
26.0,210,1022,2019,Belgian Grand Prix,825.0,8.0,9.0,8.5,-0.5
